,CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
11,51073100100,Virginia,Gloucester,0,7565,2854,0,2,0.0002644,0,0,0,0,0,0,6,69107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7476.71593,0.988329931,1692.386288,0.223712662,1707.112582,0.225659297,894.7012562,0.118268507,6496.963828,0.858818748,692.3759132,0.091523584,28.86927031,0.003816163,3.000000042,0.000396563,45.71630396,0.006043133,209.7906272,0.027731742,209.4695034,0.027689293,87.77245361,0.030754188,182.9241806,0.064093967,7160.376818,0.94651379,1636.364799,0.21630731,1635.707387,0.216220408,850.9586649,0.112486274,6224.112921,0.822751212,659.1608516,0.087132961,26.52545082,0.003506339,2.999768571,0.000396533,45.28427269,0.005986024,202.2935657,0.026740723,203.6503494,0.026920073,85.44949515,0.029940258,175.264983,0.061410295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,1723,907,6572,703,30,3,46,211,210,88,179
12,51073100201,Virginia,Gloucester,0,5809,2081,0,0,0,0,0,0,0,0,0,3.4,76324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5809.000073,1.000000013,1158.074253,0.199358625,1470.000008,0.253055605,623.0000083,0.107247376,4850.000061,0.834911355,681.0000034,0.117231882,52.00000056,0.008951627,4.000000124,0.000688587,23.00000017,0.003959373,199.0000027,0.034257188,159.0000014,0.027371321,28.24925346,0.013574845,130.636588,0.062775871,5801.822845,0.998764477,1156.334811,0.199059186,1468.296824,0.252762407,622.4387712,0.107150761,4844.428448,0.83395222,679.4539236,0.11696573,51.99213772,0.008950273,4.000000124,0.000688587,22.99775291,0.003958987,198.9505784,0.034248679,158.9674238,0.027365712,28.2067239,0.013554408,130.4652738,0.062693548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,1470,623,4850,681,52,4,23,199,159,27,128
13,51073100202,Virginia,Gloucester,0,3658,1422,0,0,0,0,0,0,0,0,0,4.8,84329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3123.909956,0.853993974,715.3709407,0.195563406,723.6572381,0.19782866,394.0422194,0.107720672,2694.584174,0.736627713,305.0666074,0.083397104,16.21106701,0.004431675,1.000000005,0.000273373,8.97444421,0.002453375,98.073677,0.026810737,84.79693749,0.023181229,61.36683608,0.0431553,31.79531595,0.022359575,2335.603735,0.638492,487.2282597,0.13319526,522.1733082,0.142748307,287.6425437,0.078633828,2035.709246,0.556508815,208.8029117,0.057081168,14.55529783,0.003979032,0.999824787,0.000273326,5.76628432,0.001576349,69.7701798,0.019073313,50.40348192,0.013778973,31.08260231,0.02185837,23.50496754,0.016529513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,878,479,3115,388,30,1,9,115,101,76,38
14,51073100203,Virginia,Gloucester,0,4095,1573,0,366,0.0893773,0,0,0,0,0,0,7.7,96786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748.830184,0.915465246,750.0148869,0.183153819,665.5052371,0.162516541,926.096752,0.226153053,3280.502087,0.801099411,342.0833425,0.083536836,46.89336529,0.011451371,2.999999939,0.000732601,15.93373917,0.003891023,60.41765481,0.014754006,59.20074913,0.014456837,81.24922893,0.051652402,108.6607728,0.069078686,2373.158365,0.579525852,354.8770769,0.086661069,450.3053005,0.109964664,527.2026639,0.128743019,2096.647077,0.512001728,192.5304856,0.047015992,31.29714362,0.00764277,2.999999939,0.000732601,11.30011521,0.002759491,38.3835369,0.009373269,42.00496909,0.010257624,43.76084822,0.027819993,71.16319941,0.045240432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,719,1009,3570,387,50,3,17,68,71,86,111
15,51073100301,Virginia,Gloucester,1,5546,2377,0,0,0,0,0,0,0,0,0,6.2,66957,1,1,1,1,1,0,0,0,1718.687791,4488.421373,1718.687791,422.4236833,1158.324277,422.4236833,4488.421373,0.809307857,1158.324277,0.208857605,885.0175327,0.159577629,719.2440836,0.129686997,3927.077111,0.708091798,365.1662981,0.065843184,37.7151543,0.006800425,3.000000053,0.00054093,11.4645756,0.002067179,143.998228,0.02596434,108.2024717,0.019510002,56.74795036,0.02387377,189.4883384,0.079717433,1718.687791,0.309896825,422.4236833,0.076167271,322.4029092,0.058132512,337.6171752,0.060875798,1560.10293,0.281302367,102.0787167,0.018405827,18.82268113,0.00339392,3.000000053,0.00054093,6.687566513,0.001205836,27.99590352,0.005047945,23.34194953,0.00420879,20.65548423,0.008689728,74.62770971,0.031395755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413,1111,861,4878,424,47,3,14,180,148,68,219
16,51073100302,Virginia,Gloucester,0,4984,1858,0,0,0,0,0,0,0,0,1,17.5,59149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4598.634845,0.922679544,1320.585897,0.264965068,1142.131447,0.2291596,529.8471642,0.106309624,4014.866155,0.805550994,381.8218697,0.076609524,30.18227992,0.006055835,0.999999996,0.000200642,14.00000005,0.002808989,156.7645361,0.031453559,108.0354158,0.021676448,30.71542786,0.016531447,204.3608183,0.109989676,3896.621624,0.781826169,961.9299376,0.193003599,964.5233947,0.193523956,453.5187456,0.090994933,3445.555584,0.691323351,292.1906046,0.058625723,24.98408037,0.005012857,0.999999996,0.000200642,12.36463162,0.002480865,120.526714,0.024182728,91.40766396,0.018340222,23.42797877,0.012609246,172.1827791,0.092671033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1251,570,4360,403,31,1,14,175,122,34,254
17,51073100400,Virginia,Gloucester,0,1344,571,0,0,0,0,0,0,0,0,1,25.1,61111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313.692986,0.977450138,458.8589029,0.341412874,227.63918,0.16937439,262.2873506,0.195154279,1171.098676,0.871353182,89.49775146,0.066590589,11.00000009,0.008184524,0,0,4.000000062,0.002976191,38.09655643,0.028345652,26.59722721,0.019789604,16.97775809,0.029733377,64.22746094,0.112482418,1260.963007,0.938216523,441.4375142,0.328450531,217.2520456,0.161645867,252.8380168,0.188123524,1135.732378,0.845038972,77.04469833,0.057324924,11.00000009,0.008184524,0,0,4.000000062,0.002976191,33.18592873,0.024691911,25.56321999,0.019020253,15.53769451,0.027211374,61.79204531,0.108217242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,233,269,1190,99,11,0,4,40,27,15,58
18,51073100500,Virginia,Gloucester,0,3857,1557,0,0,0,0,0,0,0,1,0,9.9,76658,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3828.56929,0.992628802,911.3605041,0.236287401,749.1041001,0.194219367,683.7882172,0.177284993,3594.101317,0.931838558,106.150297,0.027521467,32.97779102,0.008550114,0,0,11.37318881,0.002948714,83.96668748,0.021769947,96.96668783,0.025140443,114.8564729,0.073767805,238.8778107,0.153421844,3419.547477,0.886582182,824.0043353,0.213638666,662.4023965,0.171740315,613.7799703,0.159134034,3224.700839,0.836064516,82.07229647,0.021278791,24.60990649,0.006380582,0,0,10.53045781,0.00273022,77.63397263,0.020128072,90.42234173,0.023443698,107.3342691,0.068936589,213.5513638,0.137155661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,755,692,3614,112,35,0,12,84,97,111,230
19,51093280101,Virginia,Isle of Wight,0,4007,1548,0,0,0,0,0,0,0,0,0,12.5,72050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005.033099,0.999509134,1012.66209,0.252723257,898.057144,0.224122072,656.9188112,0.163942803,2461.332143,0.614258084,1453.70095,0.362790354,15.99999983,0.003993012,0,0,14.99999957,0.003743449,59.00000007,0.014724233,38.00000024,0.009483404,52.6179656,0.033990934,234.042973,0.151190551,3810.422747,0.950941539,970.1193616,0.242106155,824.2908546,0.205712716,640.2156589,0.15977431,2449.47179,0.611298176,1270.964591,0.317186072,15.99805161,0.003992526,0,0,14.99415493,0.00374199,58.99415543,0.014722774,37.99476473,0.009482098,50.91873672,0.032893241,225.8278918,0.145883651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,899,657,2462,1455,16,0,15,59,38,52,232
20,51093280103,Virginia,Isle of Wight,1,6690,2641,0,0,0,0,0,0,0,0,0,3.2,94570,1,1,1,1,1,0,0,0,4829.79459,5920.297958,4829.79459,775.5175984,1000.006301,775.5175984,5920.297958,0.884947378,1000.006301,0.149477773,1369.451721,0.204701304,792.9068311,0.1185212,4622.766781,0.690996529,1010.166799,0.150996532,73.81307523,0.011033345,2.044273457,0.000305572,32.58479123,0.004870671,178.9222267,0.026744727,143.9840856,0.021522285,48.62860182,0.01841295,87.2905166,0.03305207,4829.79459,0.72194239,775.5175984,0.115921913,1143.35324,0.170904819,627.4853345,0.093794519,3878.846137,0.579797629,737.0076065,0.110165562,47.303402,0.007070763,1.740100305,0.000260105,28.44404634,0.004251726,136.4532865,0.020396605,120.6099736,0.018028397,38.65452765,0.014636322,69.37345417,0.026267874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,1524,869,5121,1229,93,4,37,206,168,49,94
21,51093280104,Virginia,Isle of Wight,1,4454,1675,0,129,0.0289627,0,0,0,0,0,0,2.1,108115,1,1,1,1,1,0,0,0,3854.547087,4454.000021,3854.547087,267.0009921,306.7952172,267.0009921,4454.000021,1.000000005,306.7952172,0.06888083,998.0000037,0.224068254,767.0000055,0.172204761,3803.000011,0.853839248,498.0000037,0.11180961,34.99999989,0.007858105,4.000000011,0.000898069,12.00000036,0.002694208,102.0000008,0.022900764,95.00000063,0.021329142,33.69082191,0.020113924,37.37522042,0.022313564,3854.547087,0.865412458,267.0009921,0.059946339,867.8897895,0.194856262,694.3540915,0.155894497,3396.43185,0.762557667,333.5285512,0.074882926,29.97378113,0.006729632,3.782938529,0.000849335,7.770695812,0.001744656,83.05926178,0.01864824,76.70132626,0.017220774,29.72522558,0.017746403,31.47487116,0.018790968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,998,767,3803,498,35,4,12,102,95,33,38
