CensusTract,State,County,Urban,year,OHU2010,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LowIncomeTracts,PovertyRate,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,laseniorshalf,laseniorshalfshare,lablackhalf,lablackhalfshare,laasianhalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,laseniors1,laseniors1share,lablack1,lablack1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lalowi10,lalowi10share,laseniors10,laseniors10share,lablack10,lablack10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lablack20,lablack20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractSeniors,TractBlack,TractHUNV
51095080101,Virginia,James City,1,2015,2497,0,0,0,0,0,0,3.8,1,1,1,1,1,0,0,0,2503.871708,4706.333794,2503.871708,148.1091784,391.0385345,148.1091784,4706.333794,391.0385345,1676.616186,0.301387055,361.5653321,0.064994667,0.024772866,33.06265992,0.013240953,20.32482964,0.008139699,2503.871708,0.450093782,148.1091784,0.026623976,1068.761798,0.192119683,110.6846898,0.019896583,11.74587788,0.004703996,11.24801998,0.004504614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,1847,478,41
51095080102,Virginia,James City,1,2015,1293,0.1265571,1,1,1,0,1,21.3,1,1,1,1,1,0,0,0,4014.000002,4014.000002,4014.000002,2082.508485,2082.508485,2082.508485,4014.000002,2082.508485,281.9999994,0.07025411,1596.999995,0.397857498,0.012954659,78.28752656,0.060547198,290.434052,0.224620303,4014.000002,1,2082.508485,0.518811282,281.9999994,0.07025411,1596.999995,0.397857498,78.28752656,0.060547198,290.434052,0.224620303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,282,1597,75
51095080202,Virginia,James City,1,2015,2159,0,0,0,0,0,0,7.1,0,1,0,1,0,0,0,0,219.205442,2833.878081,219.205442,45.07980252,500.4897052,45.07980252,2833.878081,500.4897052,535.6822387,0.098725072,223.7604944,0.041238572,0.009647676,60.98668035,0.028247652,35.6212023,0.016498936,219.205442,0.040399086,45.07980252,0.00830811,58.89937349,0.010855026,5.949379911,0.001096458,4.476853734,0.002073577,2.861402742,0.001325337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,969,435,115
51095080203,Virginia,James City,0,2015,1620,0.0179487,0,0,0,0,0,9.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3497.125705,870.1146084,1076.879871,0.306803382,225.9019164,0.06435952,0.025063011,137.6610447,0.084975953,90.64295116,0.055952439,2858.007107,0.814247039,681.6838507,0.194211923,933.5214388,0.265960524,165.3903416,0.047119755,122.2535551,0.075465157,74.0742085,0.04572482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,1078,228,149
51095080205,Virginia,James City,1,2015,1296,0.1082237,0,1,0,0,1,26,0,1,0,1,0,0,0,0,491.5151535,2191.049048,491.5151535,215.2548686,890.4291921,215.2548686,2191.049048,890.4291921,401.2898495,0.13200324,769.0336216,0.252971586,0.012121612,42.92695105,0.033122647,46.02630026,0.035514121,491.5151535,0.161682616,215.2548686,0.070807523,66.26271623,0.021796946,143.6227161,0.047244314,9.829039276,0.007584135,11.13134078,0.008588998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,703,852,92
51095080206,Virginia,James City,1,2015,4108,0.0004115,0,0,0,0,0,4.3,1,1,1,1,1,0,0,1,7679.448213,8933.399914,7679.448213,854.4198114,1044.674922,854.4198114,8933.399914,1044.674922,2701.510462,0.277904584,636.1638604,0.065442224,0.018505184,109.5217979,0.026660613,89.90250488,0.021884738,7679.448213,0.789985414,854.4198114,0.08789423,2307.424913,0.237364974,558.2566366,0.057427902,88.57387353,0.021561313,76.76475145,0.018686648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,2864,715,118
51095080301,Virginia,James City,1,2015,3436,0.0059799,0,0,0,0,0,8.1,1,1,1,1,1,0,0,1,5123.736492,7715.939533,5123.736492,1326.25358,2070.393227,1326.25358,7715.939533,2070.393227,1120.520378,0.126426761,1856.319829,0.209445992,0.017976318,109.1227056,0.031758645,142.573439,0.041494016,5123.736492,0.578104084,1326.25358,0.149639352,754.2275956,0.085098454,1197.706576,0.135135572,49.12480789,0.014297092,93.11480086,0.027099767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544,1206,2063,144
51095080303,Virginia,James City,1,2015,2957,0.0112492,0,0,0,0,0,8.2,1,1,1,1,1,0,0,0,4629.728256,7054.727829,4629.728256,533.4226651,820.9326785,533.4226651,7054.727829,820.9326785,1037.567611,0.135718458,401.9352669,0.05257492,0.02835842,52.26947489,0.017676522,34.39316613,0.011631101,4629.728256,0.605589046,533.4226651,0.069774057,623.6406187,0.081574966,217.6198888,0.028465649,32.56071147,0.011011401,22.78225705,0.007704517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1129,446,61
51095080304,Virginia,James City,1,2015,2298,0.0097225,0,0,0,0,0,3.4,1,1,1,1,1,0,0,0,5656.999988,5656.999988,5656.999988,850.4241352,850.4241352,850.4241352,5656.999988,850.4241352,1619.000001,0.286194096,157.0000007,0.027753226,0.021212657,18.91777937,0.00823228,66.56549904,0.02896671,5656.999988,0.999999998,850.4241352,0.150331295,1619.000001,0.286194096,157.0000007,0.027753226,18.91777937,0.00823228,66.56549904,0.02896671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,1619,157,20
51095080401,Virginia,James City,0,2015,2491,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6825.000027,894.3647488,956.0000088,0.140073261,727.0000046,0.106520147,0.015677656,36.57722634,0.014683752,143.6573696,0.057670562,6819.743652,0.999229839,893.8902053,0.130972924,955.6921572,0.140028155,726.5471136,0.10645379,36.54882224,0.014672349,143.5506807,0.057627732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,956,727,39
51095080402,Virginia,James City,1,2015,2705,0.0002965,0,0,0,0,0,5.6,1,1,1,1,1,0,0,0,4141.244216,6106.245507,4141.244216,584.0152883,858.5630022,584.0152883,6106.245507,858.5630022,1128.124039,0.167253379,977.9374552,0.144987021,0.01156768,94.07026176,0.034776437,122.7281506,0.045370851,4141.244216,0.613972456,584.0152883,0.08658492,798.850295,0.118435922,776.9445745,0.115188225,65.68381947,0.024282373,84.57191918,0.031265035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,1217,1107,104
51115951300,Virginia,Mathews,0,2015,1905,0.0018178,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4302.419504,1235.421355,1104.843494,0.251043739,372.7611145,0.084699185,0.004282824,55.14486423,0.028947435,225.0008595,0.118110687,4077.063613,0.926394822,1182.210125,0.268623069,1065.979667,0.242213058,363.7683199,0.082655833,54.34896148,0.028529639,214.3015541,0.112494254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,1120,383,60
51115951400,Virginia,Mathews,0,2015,1953,0.0187896,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300.477684,944.638192,1059.690542,0.231525135,418.9944078,0.091543458,0.002621805,85.39873036,0.043726948,127.2996367,0.065181586,4108.831743,0.897712856,887.8799077,0.193987308,1013.454157,0.221423237,395.9944212,0.086518335,75.15175037,0.038480159,121.0324565,0.061972584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,1170,440,104
51175200100,Virginia,Southampton,0,2015,1651,0.0030581,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,211.520152,211.520152,0,54.57163985,54.57163985,0,4251.000008,1094.844894,625.0000033,0.14702423,928.0000015,0.218301576,0.004704775,42.38694865,0.0256735,133.4727601,0.080843586,4251.000008,1.000000002,1094.844894,0.257549963,625.0000033,0.14702423,928.0000015,0.218301576,42.38694865,0.0256735,133.4727601,0.080843586,54.57163985,0.012837365,31.07061058,0.007309012,35.14683439,0.008267898,2.114089399,0.00128049,6.511219534,0.003943803,0,0,0,0,0,0,0,0,0,0,1113,625,928,44
51175200200,Virginia,Southampton,0,2015,1130,0,1,1,0,0,1,14.2,1,1,0,0,0,1,0,0,1031.895023,1031.895023,0,494.1892668,494.1892668,0,2881.999996,1184.724159,452.9999995,0.157182512,1267.999991,0.439972238,0.001040944,24.05329279,0.0212861,178.3667885,0.157846715,2881.999996,0.999999998,1184.724159,0.411077085,452.9999995,0.157182512,1267.999991,0.439972238,24.05329279,0.0212861,178.3667885,0.157846715,494.1892668,0.171474416,171.5797534,0.05953496,376.8847972,0.130771963,10.94583008,0.009686575,67.39936707,0.059645458,0,0,0,0,0,0,0,0,0,0,1106,453,1268,24
51175200300,Virginia,Southampton,0,2015,5,0.9913979,1,1,0,0,1,71.3,1,1,0,0,0,1,0,0,1395.000029,1395.000029,0,1362.010159,1362.010159,0,1395.000029,1362.010159,134.0000086,0.096057354,817.0000243,0.5856631,0.000716846,0,0,0,0,1395.000029,1.000000021,1362.010159,0.976351369,134.0000086,0.096057354,817.0000243,0.5856631,0,0,0,0,1362.010159,0.976351369,134.0000086,0.096057354,817.0000243,0.5856631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,134,817,0
51175200400,Virginia,Southampton,0,2015,2474,0.0268826,0,0,0,1,1,16.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6261.175916,2035.87797,1013.666336,0.159356443,2263.451466,0.355832647,0.002515328,150.4964449,0.060831223,446.8177203,0.180605384,6070.664783,0.954356985,2005.13924,0.315223902,990.1888804,0.1556656,2203.706953,0.346440332,144.8667429,0.058555676,430.6678381,0.174077542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,1035,2288,157
51175200500,Virginia,Southampton,0,2015,1459,0,1,1,0,1,1,13.3,1,1,0,0,0,1,0,1,1382.232994,1382.232994,0,634.3158155,634.3158155,0,3680.999996,1317.30119,580.9999986,0.157837544,1614.999999,0.438739473,0.001629992,141.4033896,0.096918019,259.978617,0.178189594,3680.999996,0.999999999,1317.30119,0.357865034,580.9999986,0.157837544,1614.999999,0.438739473,141.4033896,0.096918019,259.978617,0.178189594,634.3158155,0.172321602,245.8718026,0.066794839,685.4597826,0.186215643,69.05908151,0.047333161,96.94701944,0.06644758,0,0,0,0,0,0,0,0,0,0,1259,581,1615,134
51199050203,Virginia,York,1,2015,2342,0,0,0,0,0,0,2.7,1,1,1,1,1,0,0,0,1366.558179,5443.595299,1366.558179,129.1911842,481.185115,129.1911842,5443.595299,481.185115,270.7118531,0.04069631,714.9197809,0.107474411,0.105763961,0,0,63.61907828,0.027164423,1366.558179,0.205435685,129.1911842,0.019421405,86.69464073,0.013032868,191.8016242,0.028833678,0,0,16.82745376,0.007185078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,320,895,0
51199050204,Virginia,York,1,2015,1871,0,0,1,0,0,1,4.9,0,1,0,1,0,0,0,0,114.0943173,2629.776025,114.0943173,28.70155919,981.9005985,28.70155919,2629.776025,981.9005985,42.26327208,0.007248032,407.8461014,0.069944452,0.012212772,0,0,23.03436212,0.012311257,114.0943173,0.019566853,28.70155919,0.004922236,2.635099427,0.000451912,16.87430352,0.002893895,0,0,0.911128209,0.000486974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,91,1057,0
51199050205,Virginia,York,1,2015,1666,0,0,0,0,0,0,1.6,1,1,1,1,1,0,0,0,2011.792969,4373.901399,2011.792969,106.8270002,208.8517599,106.8270002,4373.901399,208.8517599,593.5749628,0.128257339,274.1938325,0.059246723,0.045518945,23.38043103,0.014033872,14.91438038,0.008952209,2011.792969,0.434700296,106.8270002,0.023082757,329.7673222,0.071254823,104.8645185,0.022658712,11.39104388,0.006837361,6.907511794,0.004146166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,636,293,25
51199050206,Virginia,York,1,2015,2284,0,0,0,0,0,0,1.6,1,1,1,1,1,0,0,0,882.2250813,5364.24136,882.2250813,14.55487806,215.5331545,14.55487806,5364.24136,215.5331545,386.563357,0.058730379,649.8177776,0.098726493,0.042861276,45.29592714,0.019831842,8.094751083,0.003544112,882.2250813,0.13403602,14.55487806,0.002211315,105.2797502,0.0159951,75.5454407,0.011477581,0.738586534,0.000323374,1.325323135,0.000580264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,452,808,55
51199050303,Virginia,York,1,2015,2161,0.0095238,0,0,0,0,0,7,1,1,1,1,1,0,0,0,998.6287855,3954.324995,998.6287855,96.45192158,618.003735,96.45192158,3954.324995,618.003735,479.7169654,0.083067873,259.6301902,0.044957609,0.030808085,18.62925527,0.008620664,10.90555064,0.00504653,998.6287855,0.172922733,96.45192158,0.016701631,150.8561668,0.02612228,53.12172919,0.009198568,2.402519576,0.001111763,2.713225647,0.001255542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,643,438,28
51199050304,Virginia,York,1,2015,2022,0,0,0,0,0,0,5.4,1,1,1,1,1,0,0,0,4743.172418,5348.000001,4743.172418,685.704079,760.5798026,685.704079,5348.000001,760.5798026,1016.999997,0.190164547,150.9999989,0.028234854,0.038706058,28.11824273,0.013906154,12.18684072,0.006027122,4743.172418,0.886905837,685.704079,0.128216918,923.0703917,0.172601046,134.1448093,0.025083173,21.94289113,0.010852073,10.84131425,0.005361679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,1017,151,29
51199050305,Virginia,York,1,2015,1215,0.0071562,0,0,0,0,0,4,1,1,1,1,1,0,0,0,810.3310745,1814.827822,810.3310745,45.95028544,142.4783661,45.95028544,1814.827822,142.4783661,194.6521232,0.060563822,251.2186475,0.07816386,0.051618397,45.72858448,0.037636695,4.694904935,0.003864119,810.3310745,0.252125412,45.95028544,0.014296915,76.22997358,0.0237181,119.1032457,0.037057637,23.56140712,0.019392105,1.99068205,0.001638421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,396,445,62
51199050306,Virginia,York,1,2015,2187,0,0,0,0,0,0,7.4,1,1,1,1,1,0,0,0,2401.107091,3711.954812,2401.107091,339.089227,783.8759038,339.089227,3711.954812,783.8759038,684.4735765,0.139888325,329.4916024,0.067339383,0.021167618,63.36883211,0.028975232,102.1924656,0.046727236,2401.107091,0.490722888,339.089227,0.069300884,504.735665,0.103154642,190.8517788,0.039005064,51.49955991,0.023548038,65.22132828,0.029822281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,980,439,64
51199050401,Virginia,York,1,2015,1240,0.0178788,0,0,0,0,0,1.5,1,1,1,1,1,0,0,0,2809.675572,3218.706135,2809.675572,356.8431652,443.7105806,356.8431652,3218.706135,443.7105806,683.5817362,0.207145981,144.2238926,0.04370421,0.02509122,25.25752146,0.020368969,0,0,2809.675572,0.85141684,356.8431652,0.108134292,597.1294969,0.180948332,104.7459833,0.031741207,20.12313452,0.016228334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,695,170,26
51199050402,Virginia,York,1,2015,1346,0,0,0,0,0,0,3.8,1,1,1,1,1,0,0,0,3405.918662,3526.999978,3405.918662,361.3173048,367.8976239,361.3173048,3526.999978,367.8976239,601.0000013,0.170399774,80.99999901,0.022965693,0.014459881,0,0,0,0,3405.918662,0.965670162,361.3173048,0.102443239,585.3565967,0.165964445,76.17036326,0.02159636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,601,81,0
51199050500,Virginia,York,0,2015,1052,0.0814189,0,0,0,1,1,17.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2959.999986,971.2524336,268.0000004,0.090540541,1338.000004,0.452027028,0.019256757,130.3654746,0.123921554,282.2852522,0.268331989,2959.999986,0.999999995,971.2524336,0.328125822,268.0000004,0.090540541,1338.000004,0.452027028,130.3654746,0.123921554,282.2852522,0.268331989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,268,1338,180
51199050900,Virginia,York,0,2015,667,0.1247113,0,0,0,0,1,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2038.68984,648.8075049,168.9324572,0.078028849,722.9350373,0.333919186,0.023057862,13.32106255,0.019971608,70.96882679,0.10640004,1296.677085,0.59892706,470.1028642,0.217137582,94.03486299,0.043434117,451.6821109,0.208629151,6.098987903,0.00914391,39.37286104,0.059029777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,180,774,15
51199051000,Virginia,York,0,2015,1485,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2985.9145,675.3923475,483.204217,0.133851584,278.6722927,0.077194541,0.019645896,47.63727972,0.032078976,8.147163963,0.005486306,2155.642782,0.597130964,403.5047859,0.111774179,270.1729025,0.074840139,185.3119544,0.051332951,28.13672729,0.018947291,5.540424435,0.003730926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,686,327,64
51199051100,Virginia,York,1,2015,2468,0,0,0,0,0,0,10.8,1,1,1,1,1,0,0,0,1550.996625,5457.873206,1550.996625,45.8596801,620.737252,45.8596801,5457.873206,620.737252,773.4911714,0.110831232,1288.413213,0.184612869,0.031705036,43.35155244,0.017565459,101.9085143,0.041291943,1550.996625,0.222237659,45.8596801,0.006571096,421.6677724,0.060419512,183.5449338,0.026299604,11.44461027,0.0046372,32.93565218,0.013345078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,969,1535,54
